ProductID,ProductName,Brand,Category,SubCategory,Price,DiscountPct,Rating,ReviewCount,SkinType,StockQuantity,UnitsSold,Revenue,Region,SalesChannel,CrueltyFree,OrderDate
BP0172,Rougeon Eau de Parfum,Rougeon,Fragrance,Eau de Parfum,28.11,25,4.6,554,Oily,35,49,1377.39,Middle East,Online,Yes,2025-05-01
BP0173,Rougeon Eyeshadow Palette,Rougeon,Makeup,Eyeshadow Palette,26.1,0,4.1,228,Dry,299,170,4437.0,Latin America,Online,Yes,2024-09-26
BP0174,GlowLab Cleanser,GlowLab,Skincare,Cleanser,41.94,10,4.1,8,Oily,219,84,3522.96,Europe,In-Store,No,2024-11-28
BP0175,PureEarth Eye Cream,PureEarth,Skincare,Eye Cream,16.86,25,3.4,28,All,111,86,1449.96,North America,Online,No,2024-08-13
BP0176,AuraCare Sunscreen Lotion,AuraCare,Skincare,Sunscreen Lotion,26.73,5,4.5,2405,Combination,6,271,7243.83,Middle East,Marketplace,No,2025-06-12
BP0177,NuraBeauty Facial Serum,NuraBeauty,Skincare,Facial Serum,39.66,15,3.1,320,Sensitive,285,38,1507.08,Middle East,Online,No,2025-02-07
BP0178,BloomBeauty Concealer,BloomBeauty,Makeup,Concealer,11.65,10,4.1,256,Dry,184,39,454.35,Europe,Online,No,2024-04-29
BP0179,NuraBeauty Eye Cream,NuraBeauty,Skincare,Eye Cream,27.67,0,3.8,74,Combination,309,181,5008.27,North America,In-Store,No,2024-05-20
BP0180,SilkStrand Sunscreen Lotion,SilkStrand,Skincare,Sunscreen Lotion,19.09,15,4.0,297,Sensitive,376,3,57.27,Asia Pacific,In-Store,Yes,2024-07-01
BP0181,AuraCare Concealer,AuraCare,Makeup,Concealer,18.0,0,4.1,881,Sensitive,244,12,216.0,Europe,In-Store,Yes,2024-03-24
BP0182,PureEarth Moisturizer,PureEarth,Skincare,Moisturizer,35.81,0,4.2,100,Combination,16,140,5013.4,Europe,In-Store,Yes,2024-07-22
BP0183,PureEarth Face Mask,PureEarth,Skincare,Face Mask,29.67,0,4.1,61,All,265,94,2788.98,North America,Online,Yes,2024-01-12
BP0184,VelvetSkin Facial Serum,VelvetSkin,Skincare,Facial Serum,33.34,30,4.4,870,Oily,381,8,266.72,Middle East,In-Store,No,2025-03-05
BP0185,PureEarth Face Mask,PureEarth,Skincare,Face Mask,32.25,0,4.4,264,Dry,493,0,0.0,North America,In-Store,Yes,2024-09-03
BP0186,PureEarth Body Scrub,PureEarth,Bath & Body,Body Scrub,14.95,30,4.9,38,Sensitive,252,40,598.0,Asia Pacific,Marketplace,Yes,2024-08-18
BP0187,BloomBeauty Eye Cream,BloomBeauty,Skincare,Eye Cream,14.93,0,3.7,76,Combination,427,52,776.36,Europe,Marketplace,Yes,2024-10-16
BP0188,LashPro Face Mask,LashPro,Skincare,Face Mask,35.22,0,4.1,306,Combination,337,14,493.08,Asia Pacific,Online,No,2024-07-12
BP0189,NuraBeauty Liquid Lipstick,NuraBeauty,Makeup,Liquid Lipstick,24.62,15,4.5,67,Combination,247,1,24.62,Latin America,In-Store,Yes,2024-05-09
BP0190,SilkStrand Body Lotion,SilkStrand,Bath & Body,Body Lotion,11.84,0,3.9,1179,Combination,81,76,899.84,Latin America,Online,Yes,2024-10-17
BP0191,SunKissed Shower Gel,SunKissed,Bath & Body,Shower Gel,13.2,0,3.7,190,Oily,136,2,26.4,Europe,Online,Yes,2024-06-01
BP0192,LashPro Face Mask,LashPro,Skincare,Face Mask,31.99,15,4.5,249,Oily,378,416,13307.84,Middle East,Online,No,2024-10-16
BP0193,NuraBeauty Body Mist,NuraBeauty,Fragrance,Body Mist,70.76,0,4.3,774,Sensitive,154,268,18963.68,Asia Pacific,Marketplace,No,2024-02-21
BP0194,GlowLab Hair Serum,GlowLab,Haircare,Hair Serum,16.24,0,4.1,953,Combination,428,43,698.32,Middle East,Online,Yes,2024-05-30
BP0195,LashPro Eye Cream,LashPro,Skincare,Eye Cream,25.46,0,4.3,14,All,446,58,1476.68,Middle East,Online,Yes,2024-06-27
BP0196,Rougeon Liquid Lipstick,Rougeon,Makeup,Liquid Lipstick,35.45,15,4.1,380,Combination,411,10,354.5,Middle East,In-Store,No,2025-06-12
BP0197,BloomBeauty Eye Cream,BloomBeauty,Skincare,Eye Cream,36.29,0,4.4,343,Oily,131,66,2395.14,Latin America,In-Store,No,2024-03-03
BP0198,NuraBeauty Mascara,NuraBeauty,Makeup,Mascara,17.45,0,4.4,283,Dry,331,52,907.4,Europe,Marketplace,Yes,2025-05-25
BP0199,VelvetSkin Foundation,VelvetSkin,Makeup,Foundation,14.79,0,4.1,116,Sensitive,499,53,783.87,Europe,Online,No,2025-04-20
BP0200,AuraCare Sunscreen Lotion,AuraCare,Skincare,Sunscreen Lotion,20.76,10,4.1,391,Sensitive,226,188,3902.88,Europe,Marketplace,Yes,2024-04-13
BP0201,GlowLab Sunscreen Lotion,GlowLab,Skincare,Sunscreen Lotion,24.34,0,5.0,568,Combination,47,272,6620.48,Latin America,Marketplace,Yes,2025-02-11
BP0202,BloomBeauty Blush,BloomBeauty,Makeup,Blush,25.08,0,3.9,124,Combination,127,89,2232.12,North America,Online,Yes,2024-04-17
BP0203,BloomBeauty Sunscreen Lotion,BloomBeauty,Skincare,Sunscreen Lotion,26.27,0,4.3,48,Oily,483,288,7565.76,North America,In-Store,Yes,2025-05-10
BP0204,AuraCare Conditioner,AuraCare,Haircare,Conditioner,26.14,5,5.0,425,Dry,63,14,365.96,North America,In-Store,No,2024-10-03
BP0205,VelvetSkin Highlighter Palette,VelvetSkin,Makeup,Highlighter Palette,14.44,0,3.9,2,Dry,278,24,346.56,North America,In-Store,Yes,2025-04-13
BP0206,VelvetSkin Sunscreen Lotion,VelvetSkin,Skincare,Sunscreen Lotion,18.95,5,3.9,1602,Sensitive,382,54,1023.3,Europe,Marketplace,No,2024-06-08
BP0207,SunKissed Sunscreen Lotion,SunKissed,Skincare,Sunscreen Lotion,21.92,0,3.7,54,All,2,260,5699.2,Latin America,In-Store,Yes,2025-06-01
BP0208,LashPro Liquid Lipstick,LashPro,Makeup,Liquid Lipstick,22.32,0,4.4,896,Sensitive,449,191,4263.12,Europe,Online,Yes,2024-07-28
BP0209,VelvetSkin Facial Serum,VelvetSkin,Skincare,Facial Serum,9.91,0,4.1,6,All,33,169,1674.79,Middle East,Online,No,2024-02-13
BP0210,BloomBeauty Facial Serum,BloomBeauty,Skincare,Facial Serum,8.56,0,4.8,188,Oily,413,20,171.2,Middle East,In-Store,No,2024-08-21
BP0211,GlowLab Eyeshadow Palette,GlowLab,Makeup,Eyeshadow Palette,23.13,0,4.8,674,All,144,260,6013.8,North America,Marketplace,No,2024-02-06
BP0212,GlowLab Eye Cream,GlowLab,Skincare,Eye Cream,19.28,0,3.2,613,Sensitive,213,68,1311.04,Latin America,Online,No,2024-09-23
BP0213,GlowLab Cologne,GlowLab,Fragrance,Cologne,81.35,0,4.3,625,All,342,75,6101.25,Latin America,Online,Yes,2024-08-16
BP0214,LashPro Sunscreen Lotion,LashPro,Skincare,Sunscreen Lotion,28.11,0,3.3,261,All,436,29,815.19,Asia Pacific,In-Store,No,2024-03-13
BP0215,GlowLab Toner,GlowLab,Skincare,Toner,23.18,0,4.3,1761,Oily,22,18,417.24,North America,In-Store,No,2024-02-09
BP0216,BloomBeauty Face Mask,BloomBeauty,Skincare,Face Mask,18.5,20,4.2,135,Combination,61,125,2312.5,Middle East,In-Store,No,2024-11-21
BP0217,SunKissed Eau de Parfum,SunKissed,Fragrance,Eau de Parfum,57.89,0,4.4,323,Combination,465,165,9551.85,Latin America,Online,Yes,2025-06-15
BP0218,SunKissed Face Mask,SunKissed,Skincare,Face Mask,24.2,10,3.9,537,Sensitive,61,47,1137.4,Middle East,Online,No,2025-02-21
BP0219,SilkStrand Facial Serum,SilkStrand,Skincare,Facial Serum,28.42,5,4.3,1494,All,359,395,11225.9,Asia Pacific,In-Store,No,2024-06-24
BP0220,PureEarth Conditioner,PureEarth,Haircare,Conditioner,17.72,0,3.5,43,Dry,101,111,1966.92,Europe,In-Store,Yes,2024-09-19
BP0221,BloomBeauty Concealer,BloomBeauty,Makeup,Concealer,16.88,0,4.7,163,Oily,395,313,5283.44,Latin America,In-Store,Yes,2024-10-19
BP0222,NuraBeauty Blush,NuraBeauty,Makeup,Blush,16.25,0,3.9,594,Dry,110,407,6613.75,Latin America,In-Store,Yes,2025-03-26
BP0223,NuraBeauty Concealer,NuraBeauty,Makeup,Concealer,6.97,0,4.2,571,Oily,25,28,195.16,Europe,Online,No,2024-04-15
BP0224,Rougeon Eye Cream,Rougeon,Skincare,Eye Cream,38.07,0,3.9,214,All,386,81,3083.67,Asia Pacific,In-Store,No,2024-03-01
BP0225,AuraCare Eye Cream,AuraCare,Skincare,Eye Cream,28.69,30,4.5,444,Sensitive,105,179,5135.51,Middle East,Online,No,2024-09-28
BP0226,SunKissed Cologne,SunKissed,Fragrance,Cologne,47.24,0,4.5,374,Dry,266,125,5905.0,Latin America,Online,Yes,2024-09-09
BP0227,NuraBeauty Face Mask,NuraBeauty,Skincare,Face Mask,26.48,25,3.8,225,All,107,82,2171.36,Europe,Online,Yes,2024-11-03
BP0228,AuraCare Eye Cream,AuraCare,Skincare,Eye Cream,33.72,5,3.9,862,Combination,310,146,4923.12,Asia Pacific,Online,No,2025-01-11
BP0229,LashPro Hair Serum,LashPro,Haircare,Hair Serum,17.37,30,4.3,115,Dry,218,130,2258.1,Latin America,Online,Yes,2024-05-16
BP0230,LashPro Sunscreen Lotion,LashPro,Skincare,Sunscreen Lotion,20.53,0,4.7,306,Dry,321,105,2155.65,Europe,In-Store,Yes,2024-06-04
BP0231,GlowLab Blush,GlowLab,Makeup,Blush,28.52,10,4.7,418,Oily,258,71,2024.92,Europe,Online,Yes,2024-08-03
BP0232,GlowLab Body Scrub,GlowLab,Bath & Body,Body Scrub,11.92,25,4.3,512,Oily,272,112,1335.04,Europe,Marketplace,Yes,2025-01-14
BP0233,NuraBeauty Face Mask,NuraBeauty,Skincare,Face Mask,46.55,15,4.6,11,Sensitive,222,40,1862.0,Europe,Online,Yes,2024-03-31
BP0234,SilkStrand Cologne,SilkStrand,Fragrance,Cologne,75.13,0,4.0,260,Oily,203,194,14575.22,Asia Pacific,Online,No,2025-06-02
BP0235,GlowLab Conditioner,GlowLab,Haircare,Conditioner,16.04,15,5.0,291,Sensitive,333,104,1668.16,Europe,In-Store,Yes,2025-04-28
BP0236,PureEarth Facial Serum,PureEarth,Skincare,Facial Serum,36.23,5,4.9,850,All,451,52,1883.96,Latin America,Online,No,2025-06-06
BP0237,BloomBeauty Eyeshadow Palette,BloomBeauty,Makeup,Eyeshadow Palette,7.33,0,4.5,65,All,41,65,476.45,Latin America,In-Store,Yes,2025-04-28
BP0238,SunKissed Eyeshadow Palette,SunKissed,Makeup,Eyeshadow Palette,29.61,10,3.9,1064,All,379,41,1214.01,Latin America,In-Store,No,2025-04-25
BP0239,AuraCare Eau de Parfum,AuraCare,Fragrance,Eau de Parfum,64.04,0,4.6,558,Dry,226,136,8709.44,Europe,In-Store,Yes,2024-08-02
BP0240,LashPro Cologne,LashPro,Fragrance,Cologne,58.94,5,4.8,538,Combination,402,145,8546.3,Middle East,In-Store,Yes,2024-02-08
BP0241,LashPro Mascara,LashPro,Makeup,Mascara,7.0,20,4.0,548,Dry,236,140,980.0,Middle East,Online,No,2025-02-10
BP0242,BloomBeauty Facial Serum,BloomBeauty,Skincare,Facial Serum,26.48,20,4.8,370,Sensitive,335,39,1032.72,Asia Pacific,Marketplace,Yes,2024-10-05
BP0243,NuraBeauty Body Scrub,NuraBeauty,Bath & Body,Body Scrub,18.61,15,4.8,22,All,196,283,5266.63,Latin America,Online,Yes,2025-01-10
BP0244,PureEarth Hair Serum,PureEarth,Haircare,Hair Serum,17.01,20,5.0,363,Combination,321,66,1122.66,North America,Online,Yes,2024-05-14
BP0245,BloomBeauty Face Mask,BloomBeauty,Skincare,Face Mask,22.26,10,4.4,440,Combination,256,96,2136.96,Europe,Online,Yes,2024-07-12
BP0246,Rougeon Shampoo,Rougeon,Haircare,Shampoo,15.48,0,4.2,0,Sensitive,149,24,371.52,North America,Online,Yes,2024-07-01
BP0247,VelvetSkin Mascara,VelvetSkin,Makeup,Mascara,23.56,0,3.6,710,Combination,87,224,5277.44,Latin America,In-Store,Yes,2024-07-15
BP0248,GlowLab Blush,GlowLab,Makeup,Blush,29.01,10,3.5,1033,Dry,40,234,6788.34,Asia Pacific,Marketplace,No,2025-03-10
BP0249,SilkStrand Highlighter Palette,SilkStrand,Makeup,Highlighter Palette,13.97,30,4.6,865,Dry,36,136,1899.92,Asia Pacific,In-Store,No,2024-08-30
BP0250,VelvetSkin Face Mask,VelvetSkin,Skincare,Face Mask,27.5,0,4.6,337,Sensitive,177,46,1265.0,Asia Pacific,Online,Yes,2024-10-07
BP0251,SilkStrand Facial Serum,SilkStrand,Skincare,Facial Serum,40.64,0,3.6,577,Oily,343,86,3495.04,Asia Pacific,Online,No,2025-05-24
BP0252,AuraCare Shampoo,AuraCare,Haircare,Shampoo,28.88,0,4.1,767,All,176,204,5891.52,Middle East,Marketplace,Yes,2025-02-23
BP0253,Rougeon Eyeshadow Palette,Rougeon,Makeup,Eyeshadow Palette,7.57,0,4.7,394,Sensitive,91,28,211.96,North America,Marketplace,No,2024-01-25
BP0254,BloomBeauty Toner,BloomBeauty,Skincare,Toner,29.12,30,4.7,1335,Dry,461,5,145.6,Middle East,Online,No,2025-01-05
BP0255,PureEarth Hair Serum,PureEarth,Haircare,Hair Serum,14.59,5,4.0,929,Dry,110,97,1415.23,Asia Pacific,In-Store,No,2024-09-09
BP0256,SunKissed Highlighter Palette,SunKissed,Makeup,Highlighter Palette,38.44,0,4.5,1762,Oily,216,268,10301.92,Middle East,Online,Yes,2024-05-13
BP0257,VelvetSkin Facial Serum,VelvetSkin,Skincare,Facial Serum,28.11,0,4.3,893,Oily,407,76,2136.36,Asia Pacific,Marketplace,No,2025-02-17
BP0258,PureEarth Hair Serum,PureEarth,Haircare,Hair Serum,21.53,25,4.2,37,Combination,52,183,3939.99,Latin America,Online,Yes,2024-03-08
BP0259,SilkStrand Cleanser,SilkStrand,Skincare,Cleanser,9.23,0,4.4,532,All,59,33,304.59,North America,Online,Yes,2024-05-29
BP0260,GlowLab Moisturizer,GlowLab,Skincare,Moisturizer,35.64,0,4.6,550,Oily,110,0,0.0,Asia Pacific,Online,Yes,2025-05-28
BP0261,SilkStrand Shower Gel,SilkStrand,Bath & Body,Shower Gel,6.26,25,5.0,101,Oily,487,8,50.08,Latin America,Online,Yes,2024-12-05
BP0262,AuraCare Face Mask,AuraCare,Skincare,Face Mask,28.74,0,4.2,1463,Combination,28,357,10260.18,Europe,In-Store,Yes,2024-11-05
BP0263,PureEarth Hair Serum,PureEarth,Haircare,Hair Serum,17.02,10,4.9,483,All,17,191,3250.82,Middle East,Online,Yes,2025-06-28
BP0264,BloomBeauty Moisturizer,BloomBeauty,Skincare,Moisturizer,34.2,10,4.0,651,Oily,348,103,3522.6,Asia Pacific,In-Store,No,2024-04-23
BP0265,LashPro Concealer,LashPro,Makeup,Concealer,12.48,0,3.5,10,Dry,493,63,786.24,North America,Online,Yes,2025-03-20
BP0266,VelvetSkin Toner,VelvetSkin,Skincare,Toner,39.18,0,4.3,24,Dry,388,26,1018.68,Asia Pacific,Online,Yes,2025-05-12
BP0267,SunKissed Face Mask,SunKissed,Skincare,Face Mask,21.75,0,4.0,649,All,50,208,4524.0,North America,Online,Yes,2024-05-20
BP0268,Rougeon Blush,Rougeon,Makeup,Blush,16.24,10,4.1,199,Oily,465,56,909.44,Asia Pacific,In-Store,No,2025-03-22
BP0269,SilkStrand Eau de Parfum,SilkStrand,Fragrance,Eau de Parfum,61.88,5,5.0,356,Dry,33,108,6683.04,Asia Pacific,Online,Yes,2024-02-03
BP0270,NuraBeauty Hair Oil,NuraBeauty,Haircare,Hair Oil,23.66,15,4.6,270,Dry,236,109,2578.94,North America,Marketplace,Yes,2024-04-24
BP0271,SunKissed Highlighter Palette,SunKissed,Makeup,Highlighter Palette,7.63,20,4.9,977,Sensitive,294,25,190.75,Europe,In-Store,Yes,2024-02-13
BP0272,SilkStrand Conditioner,SilkStrand,Haircare,Conditioner,20.66,0,4.6,1558,Oily,45,9,185.94,Asia Pacific,Online,No,2024-05-07
BP0273,LashPro Mascara,LashPro,Makeup,Mascara,20.8,0,4.4,1455,Dry,301,178,3702.4,Asia Pacific,Online,Yes,2025-03-06
BP0274,VelvetSkin Body Lotion,VelvetSkin,Bath & Body,Body Lotion,25.66,10,4.3,46,Combination,317,167,4285.22,Europe,In-Store,Yes,2025-05-18
BP0275,PureEarth Body Lotion,PureEarth,Bath & Body,Body Lotion,14.34,0,4.1,154,Oily,443,21,301.14,Latin America,In-Store,Yes,2024-12-19
BP0276,Rougeon Mascara,Rougeon,Makeup,Mascara,31.1,0,4.4,347,All,220,30,933.0,North America,Online,Yes,2025-04-26
BP0277,VelvetSkin Moisturizer,VelvetSkin,Skincare,Moisturizer,36.03,5,4.2,555,Dry,407,43,1549.29,North America,Marketplace,Yes,2025-04-18
BP0278,SunKissed Concealer,SunKissed,Makeup,Concealer,25.18,0,5.0,754,Oily,390,95,2392.1,Asia Pacific,Online,Yes,2024-06-21
BP0279,NuraBeauty Body Scrub,NuraBeauty,Bath & Body,Body Scrub,12.21,0,3.5,2283,Dry,232,0,0.0,Europe,Online,Yes,2024-02-15
BP0280,Rougeon Body Lotion,Rougeon,Bath & Body,Body Lotion,10.59,0,4.4,691,Dry,338,60,635.4,Middle East,Online,No,2024-12-18
BP0281,VelvetSkin Face Mask,VelvetSkin,Skincare,Face Mask,27.29,0,4.8,269,Dry,79,55,1500.95,Latin America,Online,Yes,2024-05-27
BP0282,PureEarth Cleanser,PureEarth,Skincare,Cleanser,37.76,0,3.9,445,Oily,64,175,6608.0,Middle East,Online,No,2025-05-29
BP0283,VelvetSkin Moisturizer,VelvetSkin,Skincare,Moisturizer,29.95,0,5.0,26,Dry,388,72,2156.4,North America,Online,No,2024-06-14
BP0284,SilkStrand Body Mist,SilkStrand,Fragrance,Body Mist,24.76,0,4.6,471,Oily,91,0,0.0,North America,Online,Yes,2024-11-22
BP0285,GlowLab Facial Serum,GlowLab,Skincare,Facial Serum,22.88,10,4.1,58,Sensitive,491,81,1853.28,Latin America,In-Store,Yes,2024-03-18
BP0286,Rougeon Facial Serum,Rougeon,Skincare,Facial Serum,45.9,20,3.8,920,Sensitive,335,104,4773.6,Asia Pacific,In-Store,Yes,2025-06-20
BP0287,GlowLab Eyeshadow Palette,GlowLab,Makeup,Eyeshadow Palette,20.31,20,4.6,260,All,245,30,609.3,North America,Online,No,2024-02-01
BP0288,SunKissed Sunscreen Lotion,SunKissed,Skincare,Sunscreen Lotion,21.47,0,4.2,233,Combination,349,248,5324.56,Middle East,In-Store,Yes,2024-07-30
BP0289,VelvetSkin Shower Gel,VelvetSkin,Bath & Body,Shower Gel,17.17,0,4.0,637,Combination,464,76,1304.92,North America,Online,Yes,2024-01-02
BP0290,VelvetSkin Mascara,VelvetSkin,Makeup,Mascara,23.76,0,5.0,101,All,373,25,594.0,Middle East,Online,Yes,2024-01-08
BP0291,VelvetSkin Eau de Parfum,VelvetSkin,Fragrance,Eau de Parfum,89.2,0,4.4,13,Oily,324,67,5976.4,North America,Online,Yes,2024-08-27
BP0292,Rougeon Facial Serum,Rougeon,Skincare,Facial Serum,33.36,0,4.5,489,Sensitive,161,123,4103.28,Latin America,Marketplace,Yes,2024-11-02
BP0293,LashPro Foundation,LashPro,Makeup,Foundation,26.84,15,4.3,50,Dry,485,30,805.2,Asia Pacific,Online,Yes,2024-05-27
BP0294,LashPro Cleanser,LashPro,Skincare,Cleanser,33.54,0,4.6,217,Dry,348,16,536.64,North America,Online,Yes,2024-09-17
BP0295,AuraCare Shampoo,AuraCare,Haircare,Shampoo,17.27,0,4.7,240,Dry,320,157,2711.39,Asia Pacific,In-Store,Yes,2025-01-18
BP0296,Rougeon Eye Cream,Rougeon,Skincare,Eye Cream,24.64,0,4.5,53,Dry,47,28,689.92,Latin America,In-Store,Yes,2024-12-14
BP0297,LashPro Highlighter Palette,LashPro,Makeup,Highlighter Palette,10.78,0,4.8,849,Oily,243,54,582.12,Europe,Online,Yes,2025-02-16
BP0298,LashPro Body Scrub,LashPro,Bath & Body,Body Scrub,14.67,0,4.5,28,Oily,12,83,1217.61,Europe,Marketplace,No,2024-02-09
BP0299,SunKissed Highlighter Palette,SunKissed,Makeup,Highlighter Palette,26.36,15,3.8,16,Dry,42,98,2583.28,Europe,Online,No,2024-01-07
BP0300,NuraBeauty Mascara,NuraBeauty,Makeup,Mascara,21.3,0,4.8,162,Combination,111,215,4579.5,Asia Pacific,Online,Yes,2024-05-29
BP0301,BloomBeauty Foundation,BloomBeauty,Makeup,Foundation,20.75,10,3.9,311,Dry,170,212,4399.0,Europe,Online,Yes,2024-03-26
BP0302,BloomBeauty Hair Serum,BloomBeauty,Haircare,Hair Serum,15.94,5,4.2,23,Combination,58,2,31.88,North America,Online,Yes,2024-06-28
BP0303,SilkStrand Highlighter Palette,SilkStrand,Makeup,Highlighter Palette,16.1,5,4.8,113,Oily,292,107,1722.7,North America,Online,No,2024-06-20
BP0304,PureEarth Face Mask,PureEarth,Skincare,Face Mask,33.43,30,4.1,58,Oily,253,199,6652.57,Middle East,Marketplace,Yes,2024-01-06
BP0305,NuraBeauty Facial Serum,NuraBeauty,Skincare,Facial Serum,33.06,0,4.5,179,Combination,342,144,4760.64,Latin America,Online,Yes,2025-05-29
BP0306,AuraCare Shampoo,AuraCare,Haircare,Shampoo,16.98,15,4.0,1636,All,37,30,509.4,North America,In-Store,Yes,2025-01-12
BP0307,AuraCare Highlighter Palette,AuraCare,Makeup,Highlighter Palette,20.45,0,4.0,1373,Oily,125,77,1574.65,Middle East,In-Store,Yes,2024-02-24
BP0308,SunKissed Toner,SunKissed,Skincare,Toner,17.43,0,3.6,1584,Sensitive,28,50,871.5,Europe,Online,No,2025-04-14
BP0309,BloomBeauty Face Mask,BloomBeauty,Skincare,Face Mask,19.01,0,4.3,813,Combination,410,305,5798.05,North America,Marketplace,Yes,2024-10-30
BP0310,LashPro Blush,LashPro,Makeup,Blush,21.16,0,4.3,788,Oily,132,16,338.56,North America,Online,No,2024-01-23
BP0311,VelvetSkin Hair Mask,VelvetSkin,Haircare,Hair Mask,16.39,25,3.7,915,All,279,0,0.0,North America,Marketplace,No,2024-01-20
BP0312,GlowLab Body Lotion,GlowLab,Bath & Body,Body Lotion,16.71,0,5.0,2164,Oily,3,10,167.1,Middle East,In-Store,Yes,2025-02-13
BP0313,AuraCare Cleanser,AuraCare,Skincare,Cleanser,20.2,25,3.9,300,Combination,204,103,2080.6,Middle East,In-Store,No,2024-08-23
BP0314,PureEarth Mascara,PureEarth,Makeup,Mascara,27.36,0,3.7,255,Combination,349,24,656.64,Europe,In-Store,Yes,2025-01-03
BP0315,GlowLab Blush,GlowLab,Makeup,Blush,4.99,0,3.5,561,Combination,408,65,324.35,Middle East,Online,No,2025-02-17
BP0316,GlowLab Foundation,GlowLab,Makeup,Foundation,19.19,10,4.7,435,Sensitive,248,265,5085.35,Middle East,Online,No,2025-01-06
BP0317,AuraCare Body Lotion,AuraCare,Bath & Body,Body Lotion,13.21,0,4.3,230,All,86,159,2100.39,Latin America,Online,No,2025-02-21
BP0318,BloomBeauty Concealer,BloomBeauty,Makeup,Concealer,17.39,0,4.7,332,Oily,418,13,226.07,Asia Pacific,Online,Yes,2024-01-27
BP0319,VelvetSkin Shampoo,VelvetSkin,Haircare,Shampoo,27.21,0,4.0,134,Oily,151,565,15373.65,Middle East,Marketplace,Yes,2024-10-23
BP0320,PureEarth Foundation,PureEarth,Makeup,Foundation,34.45,15,4.8,1101,Combination,431,78,2687.1,Europe,Online,Yes,2024-07-06
BP0321,AuraCare Highlighter Palette,AuraCare,Makeup,Highlighter Palette,5.04,20,4.2,678,Sensitive,251,171,861.84,Latin America,Marketplace,No,2024-04-10
BP0322,NuraBeauty Highlighter Palette,NuraBeauty,Makeup,Highlighter Palette,21.86,0,4.3,108,Oily,153,78,1705.08,Europe,Online,No,2024-06-24
BP0323,GlowLab Hair Serum,GlowLab,Haircare,Hair Serum,16.54,15,4.5,798,Combination,361,129,2133.66,Latin America,Online,Yes,2025-03-12
BP0324,NuraBeauty Toner,NuraBeauty,Skincare,Toner,17.84,0,4.5,224,Oily,22,89,1587.76,Europe,Online,Yes,2025-06-02
BP0325,SunKissed Blush,SunKissed,Makeup,Blush,14.91,5,4.3,62,Oily,123,105,1565.55,Europe,In-Store,Yes,2024-05-03
BP0326,SilkStrand Cologne,SilkStrand,Fragrance,Cologne,51.4,15,4.8,24,All,160,91,4677.4,Asia Pacific,Online,Yes,2024-12-04
BP0327,BloomBeauty Shampoo,BloomBeauty,Haircare,Shampoo,17.03,5,4.5,793,Dry,94,13,221.39,Middle East,In-Store,Yes,2025-06-10
BP0328,NuraBeauty Toner,NuraBeauty,Skincare,Toner,11.3,15,4.7,361,Sensitive,138,5,56.5,North America,Online,Yes,2025-03-20
BP0329,LashPro Mascara,LashPro,Makeup,Mascara,29.67,0,5.0,291,All,105,62,1839.54,Asia Pacific,Online,Yes,2024-04-20
BP0330,NuraBeauty Eyeshadow Palette,NuraBeauty,Makeup,Eyeshadow Palette,15.74,0,3.5,139,Combination,445,85,1337.9,Europe,Online,Yes,2024-05-11
BP0331,BloomBeauty Liquid Lipstick,BloomBeauty,Makeup,Liquid Lipstick,34.23,0,3.9,9,All,395,517,17696.91,Europe,In-Store,Yes,2024-06-24
BP0332,Rougeon Hair Serum,Rougeon,Haircare,Hair Serum,14.4,0,3.6,325,Sensitive,47,52,748.8,Europe,In-Store,Yes,2025-06-02
BP0333,GlowLab Eyeshadow Palette,GlowLab,Makeup,Eyeshadow Palette,25.51,0,4.3,663,Oily,149,10,255.1,Asia Pacific,Online,No,2024-01-14
BP0334,SilkStrand Blush,SilkStrand,Makeup,Blush,15.09,30,4.4,597,Oily,335,213,3214.17,Latin America,Marketplace,No,2025-02-04
BP0335,NuraBeauty Hair Oil,NuraBeauty,Haircare,Hair Oil,25.73,0,4.6,172,All,467,33,849.09,North America,Online,No,2024-12-13
BP0336,VelvetSkin Cologne,VelvetSkin,Fragrance,Cologne,29.09,0,3.7,727,Dry,378,256,7447.04,Europe,In-Store,Yes,2025-05-09
BP0337,SunKissed Body Lotion,SunKissed,Bath & Body,Body Lotion,22.51,10,4.4,88,Sensitive,105,63,1418.13,North America,Online,Yes,2025-04-11
BP0338,NuraBeauty Eye Cream,NuraBeauty,Skincare,Eye Cream,31.94,0,4.1,114,Sensitive,255,85,2714.9,North America,Online,Yes,2025-02-13
BP0339,AuraCare Facial Serum,AuraCare,Skincare,Facial Serum,33.56,0,3.5,260,Combination,44,16,536.96,Latin America,In-Store,Yes,2024-02-01
BP0340,SilkStrand Shampoo,SilkStrand,Haircare,Shampoo,15.18,15,3.9,572,Sensitive,408,276,4189.68,Europe,In-Store,Yes,2024-09-24
BP0341,GlowLab Shower Gel,GlowLab,Bath & Body,Shower Gel,21.73,10,4.0,151,Oily,262,178,3867.94,North America,Online,Yes,2025-06-07
BP0342,LashPro Sunscreen Lotion,LashPro,Skincare,Sunscreen Lotion,25.73,0,4.2,294,Dry,326,179,4605.67,Asia Pacific,Online,Yes,2025-02-28
BP0343,LashPro Facial Serum,LashPro,Skincare,Facial Serum,35.54,0,4.5,249,Combination,333,132,4691.28,Middle East,In-Store,Yes,2025-05-24
